InternalBPS,nama,email,alamat,kabupatenKotaId,kodeSatker,provinsiId,latitude,longitude
1,BPS KAB. SIMEULUE,bps1101@bps.go.id,-,1,1101,1,2.4517114,96.3774566
1,BPS KAB. ACEH SINGKIL,bps1102@bps.go.id,-,2,1102,1,2.2732113,97.813226
1,BPS KAB. ACEH SELATAN,bps1103@bps.go.id,-,3,1103,1,3.260106,97.189643
1,BPS KAB. ACEH TENGGARA,bps1104@bps.go.id,-,4,1104,1,3.4732392,97.8151078
1,BPS KAB. ACEH TIMUR,bps1105@bps.go.id,-,5,1105,1,4.9114668,97.8056172
1,BPS KAB. ACEH TENGAH,bps1106@bps.go.id,-,6,1106,1,4.6215483,96.8478454
1,BPS KAB. ACEH BARAT,bps1107@bps.go.id,-,7,1107,1,4.1570096,96.129388
1,BPS KAB. ACEH BESAR,bps1108@bps.go.id,-,8,1108,1,5.3028584,95.5966816
1,BPS KAB. PIDIE,bps1109@bps.go.id,-,9,1109,1,5.3667166,95.9578075
1,BPS KAB. BIREUEN,bps1110@bps.go.id,-,10,1110,1,5.2032789,96.6861017
1,BPS KAB. ACEH UTARA,bps1111@bps.go.id,-,11,1111,1,5.0746364,97.3056703
1,BPS KAB. ACEH BARAT DAYA,bps1112@bps.go.id,-,12,1112,1,3.7431189,96.847118
1,BPS KAB. GAYO LUES,bps1113@bps.go.id,-,13,1113,1,4.0017634,97.3306546
1,BPS KAB. ACEH TAMIANG,bps1114@bps.go.id,-,14,1114,1,4.3116096,98.0543253
1,BPS KAB. NAGAN RAYA,bps1115@bps.go.id,-,15,1115,1,4.1332039,96.3224182
1,BPS KAB. ACEH JAYA,bps1116@bps.go.id,-,16,1116,1,4.6176235,95.6154912
1,BPS KAB. BENER MERIAH,bps1117@bps.go.id,-,17,1117,1,4.7251967,96.822546
1,BPS KAB. PIDIE JAYA,bps1118@bps.go.id,-,18,1118,1,5.2262521,96.2443388
1,BPS KOTA BANDA ACEH,bps1171@bps.go.id,-,19,1171,1,5.5738961,95.3456937
1,BPS KOTA SABANG,bps1172@bps.go.id,-,20,1172,1,5.895631,95.316468
1,BPS KOTA LANGSA,bps1173@bps.go.id,-,21,1173,1,4.4748619,97.9563662
1,BPS KOTA LHOKSEUMAWE,bps1174@bps.go.id,-,22,1174,1,5.1804281,97.1467996
1,BPS KOTA SUBULUSSALAM,bps1175@bps.go.id,-,23,1175,1,2.6703289,97.9913967
1,BPS KAB. NIAS,bps1201@bps.go.id,-,24,1201,2,0.925046,97.7076171
1,BPS KAB. MANDAILING NATAL,bps1202@bps.go.id,-,25,1202,2,0.798993,99.5796508
1,BPS KAB. TAPANULI SELATAN,bps1203@bps.go.id,-,26,1203,2,1.4164286,99.2868907
1,BPS KAB. TAPANULI TENGAH,bps1204@bps.go.id,-,27,1204,2,1.6875564,98.8285708
1,BPS KAB. TAPANULI UTARA,bps1205@bps.go.id,-,28,1205,2,2.011716,98.9798453
1,BPS KAB. TOBA SAMOSIR,bps1206@bps.go.id,-,29,1206,2,2.5046828,98.8863591
1,BPS KAB. LABUHANBATU,bps1207@bps.go.id,-,30,1207,2,2.2129977,99.8446794
1,BPS KAB. ASAHAN,bps1208@bps.go.id,-,31,1208,2,2.9892966,99.622964
1,BPS KAB. SIMALUNGUN,bps1209@bps.go.id,-,32,1209,2,2.9662,99.1076189
1,BPS KAB. DAIRI,bps1210@bps.go.id,-,33,1210,2,2.7409366,98.3197137
1,BPS KAB. KARO,bps1211@bps.go.id,-,34,1211,2,3.1630236,98.509411
1,BPS KAB. DELI SERDANG,bps1212@bps.go.id,-,35,1212,2,3.54771,98.8681979
1,BPS KAB. LANGKAT,bps1213@bps.go.id,-,36,1213,2,3.7412598,98.4500948
1,BPS KAB. NIAS SELATAN,bps1214@bps.go.id,-,37,1214,2,0.5669721,97.8079561
1,BPS KAB. HUMBANG HASUNDUTAN,bps1215@bps.go.id,-,38,1215,2,2.2420594,98.7379725
1,BPS KAB. PAKPAK BHARAT,bps1216@bps.go.id,-,39,1216,2,2.543441,98.325923
1,BPS KAB. SAMOSIR,bps1217@bps.go.id,-,40,1217,2,2.6866405,98.7055323
1,BPS KAB. SERDANG BEDAGAI,bps1218@bps.go.id,-,41,1218,2,3.5084114,99.1067001
1,BPS KAB. BATU BARA,bps1219@bps.go.id,-,42,1219,2,3.1724198,99.4167792
1,BPS KAB. PADANG LAWAS UTARA,bps1220@bps.go.id,-,43,1220,2,1.4820364,99.6045214
1,BPS KAB. PADANG LAWAS,bps1221@bps.go.id,-,44,1221,2,1.2614161,99.6743642
1,BPS KAB. LABUHANBATU SELATAN,bps1222@bps.go.id,-,45,1222,2,1.8590096,100.040112
1,BPS KAB. LABUHANBATU UTARA,bps1223@bps.go.id,-,46,1223,2,2.5669858,99.6492469
1,BPS KAB. NIAS UTARA,bps1224@bps.go.id,-,47,1224,2,1.0542711,97.432759
1,BPS KAB. NIAS BARAT,bps1225@bps.go.id,-,48,1225,2,1.0468495,97.457437
1,BPS KOTA SIBOLGA,bps1271@bps.go.id,-,49,1271,2,1.7452726,98.7791199
1,BPS KOTA TANJUNG BALAI,bps1272@bps.go.id,-,50,1272,2,2.9494781,99.7784805
1,BPS KOTA PEMATANGSIANTAR,bps1273@bps.go.id,-,51,1273,2,2.9515437,99.0635028
1,BPS KOTA TEBING TINGGI,bps1274@bps.go.id,-,52,1274,2,3.3530658,99.1637434
1,BPS KOTA MEDAN,bps1275@bps.go.id,-,53,1275,2,3.6020207,98.6286697
1,BPS KOTA BINJAI,bps1276@bps.go.id,-,54,1276,2,3.6008281,98.4791212
1,BPS KOTA PADANG SIDEMPUAN,bps1277@bps.go.id,-,55,1277,2,1.373906,99.2965093
1,BPS KOTA GUNUNGSITOLI,bps1278@bps.go.id,-,56,1278,2,1.2799296,97.609921
1,BPS KAB. KEPULAUAN MENTAWAI,bps1301@bps.go.id,-,57,1301,3,-2.0793512,99.6052824
1,BPS KAB. PESISIR SELATAN,bps1302@bps.go.id,-,58,1302,3,-1.3480407,100.5817836
1,BPS KAB. SOLOK,bps1303@bps.go.id,-,59,1303,3,-0.8603059,100.632539
1,BPS KAB. SIJUNJUNG,bps1304@bps.go.id,-,60,1304,3,-0.6749428,100.9603896
1,BPS KAB. TANAH DATAR,bps1305@bps.go.id,-,61,1305,3,-0.4629901,100.5832055
1,BPS KAB. PADANG PARIAMAN,bps1306@bps.go.id,-,62,1306,3,-0.6246648,100.2775282
1,BPS KAB. AGAM,bps1307@bps.go.id,-,63,1307,3,-0.3138181,100.0325914
1,BPS KAB. LIMA PULUH KOTA,bps1308@bps.go.id,-,64,1308,3,-0.1621068,100.6604135
1,BPS KAB. PASAMAN,bps1309@bps.go.id,-,65,1309,3,0.1377484,100.1670422
1,BPS KAB. SOLOK SELATAN,bps1310@bps.go.id,-,66,1310,3,-1.5558524,101.2467391
1,BPS KAB. DHARMASRAYA,bps1311@bps.go.id,-,67,1311,3,-0.9864225,101.5409449
1,BPS KAB. PASAMAN BARAT,bps1312@bps.go.id,-,68,1312,3,0.1236214,99.8554659
1,BPS KOTA PADANG,bps1371@bps.go.id,-,69,1371,3,-0.9146636,100.3883924
1,BPS KOTA SOLOK,bps1372@bps.go.id,-,70,1372,3,-0.8603059,100.632539
1,BPS KOTA SAWAHLUNTO,bps1373@bps.go.id,-,71,1373,3,-0.6842698,100.7796035
1,BPS KOTA PADANG PANJANG,bps1374@bps.go.id,-,72,1374,3,-0.4660222,100.3833234
1,BPS KOTA BUKITTINGGI,bps1375@bps.go.id,-,73,1375,3,-0.3152697,100.3696328
1,BPS KOTA PAYAKUMBUH,bps1376@bps.go.id,-,74,1376,3,-0.2430483,100.612629
1,BPS KOTA PARIAMAN,bps1377@bps.go.id,-,75,1377,3,-0.626565,100.2061489
1,BPS KAB. KUANTAN SINGINGI,bps1401@bps.go.id,-,76,1401,4,-0.5137768,101.5347366
1,BPS KAB. INDRAGIRI HULU,bps1402@bps.go.id,-,77,1402,4,-0.3873331,102.4367008
1,BPS KAB. INDRAGIRI HILIR,bps1403@bps.go.id,-,78,1403,4,-0.3219294,103.1637672
1,BPS KAB.  PELALAWAN,bps1404@bps.go.id,-,79,1404,4,0.39678,101.8438796
1,BPS KAB. SIAK,bps1405@bps.go.id,-,80,1405,4,0.816145,102.0222786
1,BPS KAB. KAMPAR,bps1406@bps.go.id,-,81,1406,4,0.3317594,101.0179239
1,BPS KAB.  ROKAN HULU,bps1407@bps.go.id,-,82,1407,4,0.8900821,100.3031953
1,BPS KAB. BENGKALIS,bps1408@bps.go.id,-,83,1408,4,1.4741553,102.1236185
1,BPS KAB.  ROKAN HILIR,bps1409@bps.go.id,-,84,1409,4,2.1023096,100.8336648
1,BPS KAB. KEPULAUAN MERANTI,bps1410@bps.go.id,-,85,1410,4,1.00275,102.7314987
1,BPS KOTA PEKANBARU,bps1471@bps.go.id,-,86,1471,4,0.4934581,101.4511045
1,BPS KOTA DUMAI,bps1473@bps.go.id,-,87,1473,4,1.6010737,101.3907239
1,BPS KAB.  KERINCI,bps1501@bps.go.id,-,88,1501,5,-1.9545123,101.3407671
1,BPS KAB.  MERANGIN,bps1502@bps.go.id,-,89,1502,5,-2.0769856,102.2763322
1,BPS KAB. SAROLANGUN,bps1503@bps.go.id,-,90,1503,5,-2.3093812,102.7489381
1,BPS KAB. BATANGHARI,bps1504@bps.go.id,-,91,1504,5,-1.712742,103.2613082
1,BPS KAB.  MUARO JAMBI,bps1505@bps.go.id,-,92,1505,5,-1.4641652,103.5107826
1,BPS KAB. TANJUNG JABUNG TIMUR,bps1506@bps.go.id,-,93,1506,5,-1.2120428,103.7940645
1,BPS KAB. TANJUNG JABUNG BARAT,bps1507@bps.go.id,-,94,1507,5,-0.8424089,103.4380653
1,BPS KAB. TEBO,bps1508@bps.go.id,-,95,1508,5,-1.4684193,102.3557128
1,BPS KAB. BUNGO,bps1509@bps.go.id,-,96,1509,5,-1.5156204,102.1234035
1,BPS KOTA JAMBI,bps1571@bps.go.id,-,97,1571,5,-1.6182514,103.5959987
1,BPS KOTA SUNGAI PENUH,bps1572@bps.go.id,-,98,1572,5,-2.0578286,101.3878467
1,BPS KAB. OGAN KOMERING ULU,bps1601@bps.go.id,-,99,1601,6,-4.3420326,104.1962384
1,BPS KAB. OGAN KOMERING ILIR,bps1602@bps.go.id,-,100,1602,6,-3.4088307,104.8236142
1,BPS KAB. MUARA ENIM,bps1603@bps.go.id,-,101,1603,6,-3.6610532,103.7699873
1,BPS KAB. LAHAT,bps1604@bps.go.id,-,102,1604,6,-3.780424,103.551108
1,BPS KAB. MUSI RAWAS,bps1605@bps.go.id,-,103,1605,6,-3.2348302,103.0115801
1,BPS KAB. MUSI BANYUASIN,bps1606@bps.go.id,-,104,1606,6,-2.8959208,103.8540152
1,BPS KAB. BANYUASIN,bps1607@bps.go.id,-,105,1607,6,-2.9127562,104.4043039
1,BPS KAB. OGAN KOMERING ULU,bps1608@bps.go.id,-,106,1608,6,-4.3420326,104.1962384
1,BPS KAB. OGAN KOMERING ULU,bps1609@bps.go.id,-,107,1609,6,-4.3401174,104.3455194
1,BPS KAB. OGAN ILIR,bps1610@bps.go.id,-,108,1610,6,-3.306715,104.738345
1,BPS KAB. EMPAT LAWANG,bps1611@bps.go.id,-,109,1611,6,-3.608675,103.1090733
1,BPS KAB. PENUKAL ABAB LEMATANG,bps1612@bps.go.id,-,110,1612,6,-3.7207222,103.660573
1,BPS KAB. MUSI RAWAS UTARA,bps1613@bps.go.id,-,111,1613,6,-3.2348302,103.0115801
1,BPS KOTA PALEMBANG,bps1671@bps.go.id,-,112,1671,6,-2.983146,104.7518908
1,BPS KOTA PRABUMULIH,bps1672@bps.go.id,-,113,1672,6,-3.368032,104.3067762
1,BPS KOTA PAGAR ALAM,bps1673@bps.go.id,-,114,1673,6,-4.0440109,103.1985623
1,BPS KOTA LUBUK LINGGAU,bps1674@bps.go.id,-,115,1674,6,-3.3128356,102.8391857
1,BPS KAB. BENGKULU SELATAN,bps1701@bps.go.id,-,116,1701,7,-4.4543354,102.9077017
1,BPS KAB. REJANG LEBONG,bps1702@bps.go.id,-,117,1702,7,-3.4780868,102.5291964
1,BPS KAB. BENGKULU UTARA,bps1703@bps.go.id,-,118,1703,7,-3.4384775,102.1955005
1,BPS KAB. KAUR,bps1704@bps.go.id,-,119,1704,7,-4.7639945,103.351563
1,BPS KAB. SELUMA,bps1705@bps.go.id,-,120,1705,7,-4.0885072,102.5567377
1,BPS KAB. MUKO MUKO,bps1706@bps.go.id,-,121,1706,7,-2.54874,101.1070272
1,BPS KAB. LEBONG,bps1707@bps.go.id,-,122,1707,7,-3.1567575,102.1650906
1,BPS KAB. KEPAHIANG,bps1708@bps.go.id,-,123,1708,7,-3.6249962,102.5525249
1,BPS KAB. BENGKULU TENGAH,bps1709@bps.go.id,-,124,1709,7,-3.726578,102.4588088
1,BPS KOTA BENGKULU,bps1771@bps.go.id,-,125,1771,7,-3.8029982,102.3112476
1,BPS KAB. LAMPUNG BARAT,bps1801@bps.go.id,-,126,1801,8,-5.020078,104.0586745
1,BPS KAB. TANGGAMUS,bps1802@bps.go.id,-,127,1802,8,-5.5047925,104.6524438
1,BPS KAB. LAMPUNG SELATAN,bps1803@bps.go.id,-,128,1803,8,-5.7140712,105.5840538
1,BPS KAB. LAMPUNG TIMUR,bps1804@bps.go.id,-,129,1804,8,-5.0481856,105.5278603
1,BPS KAB. LAMPUNG TENGAH,bps1805@bps.go.id,-,130,1805,8,-4.9809474,105.2101569
1,BPS KAB. LAMPUNG UTARA,bps1806@bps.go.id,-,131,1806,8,-4.8373197,104.8949082
1,BPS KAB. WAY KANAN,bps1807@bps.go.id,-,132,1807,8,-4.5150408,104.5100372
1,BPS KAB. TULANG BAWANG,bps1808@bps.go.id,-,133,1808,8,-4.492924,105.2364718
1,BPS KAB. PESAWARAN,bps1809@bps.go.id,-,134,1809,8,-5.3757292,105.086679
1,BPS KAB. PRINGSEWU,bps1810@bps.go.id,-,135,1810,8,-5.3712926,105.0495064
1,BPS KAB. MESUJI,bps1811@bps.go.id,-,136,1811,8,-4.0104264,105.2041404
1,BPS KAB. TULANG BAWANG BARAT,bps1812@bps.go.id,-,137,1812,8,-4.5544236,105.0985529
1,BPS KAB. PESISIR BARAT,bps1813@bps.go.id,-,138,1813,8,-3.5702238,102.5468723
1,BPS KOTA BANDAR LAMPUNG,bps1871@bps.go.id,-,139,1871,8,-5.4340061,105.2640841
1,BPS KOTA METRO,bps1872@bps.go.id,-,140,1872,8,-5.1279011,105.3074527
1,BPS KAB. BANGKA,bps1901@bps.go.id,-,141,1901,9,-2.0215814,106.1342511
1,BPS KAB. BELITUNG,bps1902@bps.go.id,-,142,1902,9,-2.815297,107.9490814
1,BPS KAB. BANGKA BARAT,bps1903@bps.go.id,-,143,1903,9,-2.0546717,105.2043991
1,BPS KAB. BANGKA TENGAH,bps1904@bps.go.id,-,144,1904,9,-2.518743,106.4180374
1,BPS KAB. BANGKA SELATAN,bps1905@bps.go.id,-,145,1905,9,-3.024499,106.5060206
1,BPS KAB. BELITUNG TIMUR,bps1906@bps.go.id,-,146,1906,9,-2.8852645,108.2412261
1,BPS KOTA PANGKAL PINANG,bps1971@bps.go.id,-,147,1971,9,-2.1302225,106.1420164
1,BPS KAB. KARIMUN,bps2101@bps.go.id,-,148,2101,10,1.03141,103.3754092
1,BPS KAB. BINTAN,bps2102@bps.go.id,-,149,2102,10,0.9966499,104.5128781
1,BPS KAB. NATUNA,bps2103@bps.go.id,-,150,2103,10,3.9334791,108.3635747
1,BPS KAB. LINGGA,bps2104@bps.go.id,-,151,2104,10,-0.2094936,104.6022262
1,BPS KAB. KEPULAUAN ANAMBAS,bps2105@bps.go.id,-,152,2105,10,3.1942996,106.2228598
1,BPS KOTA BATAM,bps2171@bps.go.id,-,153,2171,10,1.1095164,104.080262
1,BPS KOTA TANJUNG PINANG,bps2172@bps.go.id,-,154,2172,10,-6.2257878,106.8768418
1,BPS KAB. ADM. KEP. SERIBU,bps3101@bps.go.id,-,155,3101,11,-6.1736978,106.869857
1,BPS KOTA ADM. JAKARTA SELATAN,bps3171@bps.go.id,-,156,3171,11,-6.2727477,106.8253016
1,BPS KOTA ADM. JAKARTA TIMUR,bps3172@bps.go.id,-,157,3172,11,-6.2089898,106.9152663
1,BPS KOTA ADM. JAKARTA PUSAT,bps3173@bps.go.id,-,158,3173,11,-6.17923,106.8536042
1,BPS KOTA ADM. JAKARTA BARAT,bps3174@bps.go.id,-,159,3174,11,-6.2171506,106.776983
1,BPS KOTA ADM. JAKARTA UTARA,bps3175@bps.go.id,-,160,3175,11,-6.1238945,106.8946839
1,BPS KAB. BOGOR,bps3201@bps.go.id,-,161,3201,12,-6.5455856,106.8091655
1,BPS KAB. SUKABUMI,bps3202@bps.go.id,-,162,3202,12,-6.9025172,106.8728653
1,BPS KAB. CIANJUR,bps3203@bps.go.id,-,163,3203,12,-6.8488033,107.1325468
1,BPS KAB. BANDUNG,bps3204@bps.go.id,-,164,3204,12,-7.0200574,107.5267618
1,BPS KAB. GARUT,bps3205@bps.go.id,-,165,3205,12,-7.2040418,107.8871946
1,BPS KAB. TASIKMALAYA,bps3206@bps.go.id,-,166,3206,12,-7.3238435,108.1693512
1,BPS KAB. CIAMIS,bps3207@bps.go.id,-,167,3207,12,-7.3287378,108.3677003
1,BPS KAB. KUNINGAN,bps3208@bps.go.id,-,168,3208,12,-6.9701021,108.4946764
1,BPS KAB. CIREBON,bps3209@bps.go.id,-,169,3209,12,-6.7628582,108.4770775
1,BPS KAB. MAJALENGKA,bps3210@bps.go.id,-,170,3210,12,-6.8372753,108.2398407
1,BPS KAB. SUMEDANG,bps3211@bps.go.id,-,171,3211,12,-6.8333533,107.9180651
1,BPS KAB. INDRAMAYU,bps3212@bps.go.id,-,172,3212,12,-6.339988,108.3370016
1,BPS KAB. SUBANG,bps3213@bps.go.id,-,173,3213,12,-6.5540845,107.7636453
1,BPS KAB. PURWAKARTA,bps3214@bps.go.id,-,174,3214,12,-6.531412,107.4393197
1,BPS KAB. KARAWANG,bps3215@bps.go.id,-,175,3215,12,-6.3025629,107.3010354
1,BPS KAB. BEKASI,bps3216@bps.go.id,-,176,3216,12,-6.3676718,107.172353
1,BPS KAB. BANDUNG BARAT,bps3217@bps.go.id,-,177,3217,12,-6.8377801,107.4737545
1,BPS KAB. PANGANDARAN,bps3218@bps.go.id,-,178,3218,12,-7.6787548,108.6386523
1,BPS KOTA BOGOR,bps3271@bps.go.id,-,179,3271,12,-6.595832,106.797832
1,BPS KOTA SUKABUMI,bps3272@bps.go.id,-,180,3272,12,-6.9101205,106.9359287
1,BPS KOTA BANDUNG,bps3273@bps.go.id,-,181,3273,12,-6.9112129,107.6328092
1,BPS KOTA CIREBON,bps3274@bps.go.id,-,182,3274,12,-6.7524111,108.5092592
1,BPS KOTA BEKASI,bps3275@bps.go.id,-,183,3275,12,-6.2376051,106.9851596
1,BPS KOTA DEPOK,bps3276@bps.go.id,-,184,3276,12,-6.4236726,106.827548
1,BPS KOTA CIMAHI,bps3277@bps.go.id,-,185,3277,12,-6.8608347,107.5462688
1,BPS KOTA TASIKMALAYA,bps3278@bps.go.id,-,186,3278,12,-7.3022858,108.1982386
1,BPS KOTA BANJAR,bps3279@bps.go.id,-,187,3279,12,-7.3711556,108.5077156
1,BPS KAB. CILACAP,bps3301@bps.go.id,-,188,3301,13,-7.7221356,109.0178493
1,BPS KAB. BANYUMAS,bps3302@bps.go.id,-,189,3302,13,-7.419025,109.2479303
1,BPS KAB. PURBALINGGA,bps3303@bps.go.id,-,190,3303,13,-7.3985588,109.374172
1,BPS KAB. BANJARNEGARA,bps3304@bps.go.id,-,191,3304,13,-7.3909223,109.6874407
1,BPS KAB. KEBUMEN,bps3305@bps.go.id,-,192,3305,13,-7.6681475,109.6691055
1,BPS KAB. PURWOREJO,bps3306@bps.go.id,-,193,3306,13,-7.7212006,109.9965961
1,BPS KAB. WONOSOBO,bps3307@bps.go.id,-,194,3307,13,-7.365224,109.9183966
1,BPS KAB. MAGELANG,bps3308@bps.go.id,-,195,3308,13,-7.543298,110.2153649
1,BPS KAB. BOYOLALI,bps3309@bps.go.id,-,196,3309,13,-7.5383139,110.6249196
1,BPS KAB. KLATEN,bps3310@bps.go.id,-,197,3310,13,-7.709273,110.5917585
1,BPS KAB. SUKOHARJO,bps3311@bps.go.id,-,198,3311,13,-7.6469886,110.8333088
1,BPS KAB. WONOGIRI,bps3312@bps.go.id,-,199,3312,13,-7.8176778,110.9241023
1,BPS KAB. KARANGANYAR,bps3313@bps.go.id,-,200,3313,13,-7.5961116,110.9409412
1,BPS KAB. SRAGEN,bps3314@bps.go.id,-,201,3314,13,-7.4190501,111.0169523
1,BPS KAB. GROBOGAN,bps3315@bps.go.id,-,202,3315,13,-7.0796586,110.9167795
1,BPS KAB. BLORA,bps3316@bps.go.id,-,203,3316,13,-6.9689305,111.4249539
1,BPS KAB. REMBANG,bps3317@bps.go.id,-,204,3317,13,-6.7153865,111.3418921
1,BPS KAB. PATI,bps3318@bps.go.id,-,205,3318,13,-6.7640904,111.0114152
1,BPS KAB. KUDUS,bps3319@bps.go.id,-,206,3319,13,-6.8151137,110.8602305
1,BPS KAB. JEPARA,bps3320@bps.go.id,-,207,3320,13,-6.6004219,110.6632625
1,BPS KAB. DEMAK,bps3321@bps.go.id,-,208,3321,13,-6.8894098,110.6307101
1,BPS KAB. SEMARANG,bps3322@bps.go.id,-,209,3322,13,-7.129275,110.4099572
1,BPS KAB. TEMANGGUNG,bps3323@bps.go.id,-,210,3323,13,-7.3314527,110.2011014
1,BPS KAB. KENDAL,bps3324@bps.go.id,-,211,3324,13,-6.9207475,110.1803059
1,BPS KAB. BATANG,bps3325@bps.go.id,-,212,3325,13,-6.9252678,109.7266524
1,BPS KAB. PEKALONGAN,bps3326@bps.go.id,-,213,3326,13,-6.9595584,109.6280594
1,BPS KAB. PEMALANG,bps3327@bps.go.id,-,214,3327,13,-6.907836,109.3887028
1,BPS KAB. TEGAL,bps3328@bps.go.id,-,215,3328,13,-6.9371719,109.1358226
1,BPS KAB. BREBES,bps3329@bps.go.id,-,216,3329,13,-6.8782538,109.0449227
1,BPS KOTA MAGELANG,bps3371@bps.go.id,-,217,3371,13,-7.4960833,110.2110289
1,BPS KOTA SURAKARTA,bps3372@bps.go.id,-,218,3372,13,-7.5620554,110.826942
1,BPS KOTA SALATIGA,bps3373@bps.go.id,-,219,3373,13,-7.3324867,110.492802
1,BPS KOTA SEMARANG,bps3374@bps.go.id,-,220,3374,13,-7.0566076,110.4160407
1,BPS KOTA PEKALONGAN,bps3375@bps.go.id,-,221,3375,13,-6.8944912,109.6632264
1,BPS KOTA TEGAL,bps3376@bps.go.id,-,222,3376,13,-6.9371719,109.1358226
1,BPS KAB. KULON PROGO,bps3401@bps.go.id,-,223,3401,14,-7.8602069,110.1764291
1,BPS KAB. BANTUL,bps3402@bps.go.id,-,224,3402,14,-7.8901132,110.3242041
1,BPS KAB. GUNUNGKIDUL,bps3403@bps.go.id,-,225,3403,14,-7.9700145,110.610752
1,BPS KAB. SLEMAN,bps3404@bps.go.id,-,226,3404,14,-7.714658,110.3407678
1,BPS KOTA YOGYAKARTA,bps3471@bps.go.id,-,227,3471,14,-7.8094519,110.369709
1,BPS KAB. PACITAN,bps3501@bps.go.id,-,228,3501,15,-8.1960814,111.1040443
1,BPS KAB. PONOROGO,bps3502@bps.go.id,-,229,3502,15,-7.8642599,111.4932643
1,BPS KAB. TRENGGALEK,bps3503@bps.go.id,-,230,3503,15,-8.0585302,111.7173107
1,BPS KAB. TULUNGAGUNG,bps3504@bps.go.id,-,231,3504,15,-8.0659953,111.8753377
1,BPS KAB. BLITAR,bps3505@bps.go.id,-,232,3505,15,-8.1025672,112.1743417
1,BPS KAB. KEDIRI,bps3506@bps.go.id,-,233,3506,15,-7.8122678,112.0215358
1,BPS KAB. MALANG,bps3507@bps.go.id,-,234,3507,15,-8.0495409,112.6021488
1,BPS KAB. LUMAJANG,bps3508@bps.go.id,-,235,3508,15,-8.111204,113.2194791
1,BPS KAB. JEMBER,bps3509@bps.go.id,-,236,3509,15,-8.1551308,113.6946123
1,BPS KAB. BANYUWANGI,bps3510@bps.go.id,-,237,3510,15,-8.2235316,114.3562512
1,BPS KAB. BONDOWOSO,bps3511@bps.go.id,-,238,3511,15,-7.9299249,113.8165723
1,BPS KAB. SITUBONDO,bps3512@bps.go.id,-,239,3512,15,-7.7088469,113.9760263
1,BPS KAB. PROBOLINGGO,bps3513@bps.go.id,-,240,3513,15,-7.7691212,113.2031694
1,BPS KAB. PASURUAN,bps3514@bps.go.id,-,241,3514,15,-7.6589015,112.9042461
1,BPS KAB. SIDOARJO,bps3515@bps.go.id,-,242,3515,15,-7.4483396,112.7039002
1,BPS KAB. MOJOKERTO,bps3516@bps.go.id,-,243,3516,15,-7.5000116,112.4320711
1,BPS KAB. JOMBANG,bps3517@bps.go.id,-,244,3517,15,-7.5489099,112.2417922
1,BPS KAB. NGANJUK,bps3518@bps.go.id,-,245,3518,15,-7.6117327,111.9053258
1,BPS KAB. MADIUN,bps3519@bps.go.id,-,246,3519,15,-7.6404778,111.5114424
1,BPS KAB. MAGETAN,bps3520@bps.go.id,-,247,3520,15,-7.6395265,111.3289851
1,BPS KAB. NGAWI,bps3521@bps.go.id,-,248,3521,15,-7.4053809,111.4406743
1,BPS KAB. BOJONEGORO,bps3522@bps.go.id,-,249,3522,15,-7.1483354,111.8935941
1,BPS KAB. TUBAN,bps3523@bps.go.id,-,250,3523,15,-6.8996539,112.0792308
1,BPS KAB. LAMONGAN,bps3524@bps.go.id,-,251,3524,15,-7.1280759,112.4217262
1,BPS KAB. GRESIK,bps3525@bps.go.id,-,252,3525,15,-7.1678947,112.6181281
1,BPS KAB. BANGKALAN,bps3526@bps.go.id,-,253,3526,15,-7.0496575,112.7405965
1,BPS KAB. SAMPANG,bps3527@bps.go.id,-,254,3527,15,-7.1876482,113.2416697
1,BPS KAB. PAMEKASAN,bps3528@bps.go.id,-,255,3528,15,-7.1576582,113.4960746
1,BPS KAB. SUMENEP,bps3529@bps.go.id,-,256,3529,15,-7.0137408,113.8648152
1,BPS KOTA KEDIRI,bps3571@bps.go.id,-,257,3571,15,-7.8122678,112.0215358
1,BPS KOTA BLITAR,bps3572@bps.go.id,-,258,3572,15,-8.1025672,112.1743417
1,BPS KOTA MALANG,bps3573@bps.go.id,-,259,3573,15,-8.0013803,112.6211628
1,BPS KOTA PROBOLINGGO,bps3574@bps.go.id,-,260,3574,15,-7.7691212,113.2031694
1,BPS KOTA PASURUAN,bps3575@bps.go.id,-,261,3575,15,-7.6589015,112.9042461
1,BPS KOTA MOJOKERTO,bps3576@bps.go.id,-,262,3576,15,-7.5000116,112.4320711
1,BPS KOTA MADIUN,bps3577@bps.go.id,-,263,3577,15,-7.6404778,111.5114424
1,BPS KOTA SURABAYA,bps3578@bps.go.id,-,264,3578,15,-7.3286288,112.7371342
1,BPS KOTA BATU,bps3579@bps.go.id,-,265,3579,15,-7.8668312,112.5073735
1,BPS KAB. PANDEGLANG,bps3601@bps.go.id,-,266,3601,16,-6.3542586,105.9547586
1,BPS KAB. LEBAK,bps3602@bps.go.id,-,267,3602,16,-6.360387,106.2683743
1,BPS KAB. TANGERANG,bps3603@bps.go.id,-,268,3603,16,-6.217613,106.5479128
1,BPS KAB. SERANG,bps3604@bps.go.id,-,269,3604,16,-6.1429255,106.1940712
1,BPS KOTA TANGERANG,bps3671@bps.go.id,-,270,3671,16,-6.1741927,106.6179762
